demolition, 400
971, 3652.06104, -2041.82007, 453.67130,   0.00000, 0.00000, 0.00000
971, 3654.86279, -2045.42261, 453.67130,   0.00000, 0.00000, 90.00000
971, 3649.49219, -2045.42261, 453.67130,   0.00000, 0.00000, 90.00000
971, 3652.06104, -2048.87061, 453.67130,   0.00000, 0.00000, 0.00000
972, 3733.81738, -2035.45520, 449.97147,   0.00000, 0.00000, -180.00000
972, 3657.84619, -1963.64160, 449.97147,   0.00000, 0.00000, -90.00000
972, 3733.86816, -2050.87964, 449.97147,   0.00000, 0.00000, -180.00000
972, 3653.54395, -2044.61023, 449.22556,   0.00000, 0.00000, 90.00000
972, 3642.49756, -1963.64282, 449.97147,   0.00000, 0.00000, -90.00000
972, 3651.87549, -2047.50989, 449.22556,   0.00000, 0.00000, 0.00000
972, 3653.54395, -2052.10742, 449.22556,   0.00000, 0.00000, 90.00000
972, 3646.19629, -2047.50989, 449.22556,   0.00000, 0.00000, 0.00000
972, 3662.09521, -2126.90454, 449.97147,   0.00000, 0.00000, 90.00000
972, 3570.54395, -2039.60840, 449.97147,   0.00000, 0.00000, 0.00000
972, 3646.47461, -2126.90698, 449.97147,   0.00000, 0.00000, 90.00000
972, 3570.54639, -2055.18042, 449.97147,   0.00000, 0.00000, 0.00000
1225, 3651.96118, -2044.52649, 452.22269,   0.00000, 0.00000, 0.00000
1482, 3671.50928, -2026.02490, 448.73581,   0.00000, 0.00000, 45.00000
1482, 3633.14233, -2026.22766, 448.68594,   0.00000, 0.00000, -45.00000
1482, 3670.97266, -2064.24219, 448.68613,   0.00000, 0.00000, -45.00000
1482, 3633.31958, -2064.25000, 448.68613,   0.00000, 0.00000, 45.00000
1633, 3675.31982, -2013.73767, 449.92520,   -15.47000, 0.00000, 225.00000
1633, 3683.67969, -2022.29163, 449.92520,   -15.47000, 0.00000, 45.00000
1633, 3683.59912, -2068.52930, 449.87521,   -15.47000, 0.00000, 135.00000
1633, 3628.21289, -2012.95129, 449.89996,   -15.47000, 0.00000, 135.00000
1633, 3675.22754, -2076.92578, 449.87521,   -15.47000, 0.00000, -45.00000
1633, 3619.89307, -2021.47778, 449.89996,   -15.47000, 0.00000, 315.00000
1633, 3629.68433, -2076.26465, 449.87479,   -15.47000, 0.00000, 45.00000
1633, 3621.11450, -2067.94580, 449.87479,   -15.47000, 0.00000, 225.00000
1634, 3652.28613, -2037.38672, 456.19675,   30.08000, 0.00000, -180.00000
1634, 3660.00732, -2045.33765, 456.22174,   30.08000, 0.00000, -270.00000
1634, 3652.28613, -2034.26086, 452.54691,   18.04800, 0.00000, -180.00000
1634, 3663.15186, -2045.31165, 452.54691,   18.04800, 0.00000, -270.00000
1634, 3652.28613, -2053.08203, 456.19675,   30.08000, 0.00000, -360.00000
1634, 3644.40576, -2045.33765, 456.22174,   30.08000, 0.00000, -450.00000
1634, 3652.28613, -2056.18604, 452.54691,   18.04800, 0.00000, -360.00000
1634, 3641.27832, -2045.31165, 452.54691,   18.04800, 0.00000, -450.00000
3458, 3686.71216, -2010.75854, 448.59607,   0.00000, 0.00000, 45.00000
3458, 3669.88062, -1987.21106, 448.59106,   0.00000, 0.00000, 90.00000
3458, 3710.23315, -2027.63623, 448.59232,   0.00000, 0.00000, 0.00000
3458, 3687.50903, -2045.26160, 448.59607,   0.00000, 0.00000, 90.00000
3458, 3652.21021, -2009.93579, 448.59607,   0.00000, 0.00000, 180.00000
3458, 3710.23315, -2045.26160, 448.59607,   0.00000, 0.00000, -90.00000
3458, 3710.23315, -2045.26160, 448.59106,   0.00000, 0.00000, 0.00000
3458, 3652.21021, -1987.21106, 448.59607,   0.00000, 0.00000, 0.00000
3458, 3652.21021, -1987.21106, 448.58231,   0.00000, 0.00000, 90.00000
3458, 3652.21021, -2027.56067, 448.58856,   0.00000, 0.00000, 90.00000
3458, 3652.21021, -2027.56067, 448.58606,   0.00000, 0.00000, 180.00000
3458, 3669.85962, -2045.26160, 448.59607,   0.00000, 0.00000, 90.00000
3458, 3669.85962, -2045.26160, 448.59357,   0.00000, 0.00000, 0.00000
3458, 3727.83179, -2045.26160, 448.59607,   0.00000, 0.00000, -90.00000
3458, 3652.21021, -1969.58545, 448.59607,   0.00000, 0.00000, 0.00000
3458, 3710.23315, -2062.88525, 448.59232,   0.00000, 0.00000, 0.00000
3458, 3634.58667, -1987.21106, 448.59232,   0.00000, 0.00000, 90.00000
3458, 3634.55981, -2045.26160, 448.59607,   0.00000, 0.00000, 90.00000
3458, 3634.55981, -2045.26160, 448.59357,   0.00000, 0.00000, 180.00000
3458, 3652.20728, -2062.93677, 448.59357,   0.00000, 0.00000, 90.00000
3458, 3652.20728, -2062.93677, 448.59106,   0.00000, 0.00000, 0.00000
3458, 3686.60181, -2079.86035, 448.59607,   0.00000, 0.00000, 135.00000
3458, 3617.60767, -2010.83264, 448.59607,   0.00000, 0.00000, 135.00000
3458, 3616.93530, -2045.26160, 448.59607,   0.00000, 0.00000, 90.00000
3458, 3652.20728, -2080.58325, 448.59607,   0.00000, 0.00000, 0.00000
3458, 3669.85474, -2103.26440, 448.59357,   0.00000, 0.00000, 90.00000
3458, 3594.18237, -2027.61023, 448.59232,   0.00000, 0.00000, 180.00000
3458, 3652.20728, -2103.26440, 448.59607,   0.00000, 0.00000, 180.00000
3458, 3652.20728, -2103.26440, 448.58981,   0.00000, 0.00000, 90.00000
3458, 3594.18237, -2045.26160, 448.59607,   0.00000, 0.00000, 270.00000
3458, 3594.18237, -2045.26160, 448.59232,   0.00000, 0.00000, 180.00000
3458, 3617.76001, -2079.70801, 448.59607,   0.00000, 0.00000, 45.00000
3458, 3634.58081, -2103.26440, 448.59357,   0.00000, 0.00000, 90.00000
3458, 3594.18237, -2062.91016, 448.59106,   0.00000, 0.00000, 180.00000
3458, 3652.20728, -2120.86108, 448.59607,   0.00000, 0.00000, 180.00000
3458, 3576.53296, -2045.26160, 448.59607,   0.00000, 0.00000, 270.00000
9321, 3652.19702, -2045.35181, 449.21002,   0.00000, 0.00000, 0.00000
