Pirata, 411
619, 684.94141, -2382.97559, 16.25083,   0.00000, 0.00000, 319.99451
619, 703.69141, -2352.97559, 7.25083,   0.00000, 0.00000, 179.99451
1633, 580.08673, -2232.46045, 5.22715,   344.20001, 0.00000, 90.00000
1633, 580.08691, -2258.33691, 5.22715,   344.19617, 0.00000, 90.00000
1633, 466.49933, -2245.45752, 5.16595,   344.19067, 0.00000, 270.00000
1633, 576.99457, -2386.47559, 10.43655,   344.19067, 0.00000, 0.00000
1633, 576.99414, -2104.50708, 10.43655,   344.19067, 0.00000, 180.00000
1633, 620.29474, -2258.36768, 5.22715,   344.19617, 0.00000, 270.00000
1633, 620.29492, -2232.45166, 5.20675,   344.19067, 0.00000, 270.00000
1633, 600.36761, -2265.52393, 5.27629,   344.19617, 0.00000, 180.00000
1633, 600.36719, -2225.31152, 5.27629,   344.19067, 0.00000, 359.99451
1633, 734.21130, -2245.46802, 5.19655,   344.19067, 0.00000, 90.00000
1633, 623.70880, -2386.47559, 10.43655,   344.19067, 0.00000, 0.00000
1633, 623.67285, -2104.50684, 10.43655,   344.19067, 0.00000, 179.99451
2898, 471.31009, -2245.46680, 5.42800,   0.00000, 0.00000, 359.99451
2898, 514.47711, -2311.56543, 5.44840,   0.00000, 0.00000, 239.99268
2898, 514.47754, -2179.24634, 5.44840,   0.00000, 0.00000, 119.99084
2898, 729.46387, -2245.46729, 5.44840,   0.00000, 0.00000, 180.00000
2898, 686.20264, -2179.24731, 5.44840,   0.00000, 0.00000, 60.00000
2898, 686.20313, -2311.56592, 5.44840,   0.00000, 0.00000, 299.99634
3267, 599.47858, -2039.21631, 4.56495,   0.00000, 0.00000, 209.99878
3434, 462.58694, -2245.35181, 13.57466,   0.00000, 0.00000, 89.99451
3434, 600.28571, -2102.51489, 14.79866,   0.00000, 0.00000, 0.00000
3434, 600.28613, -2388.54468, 14.79866,   0.00000, 0.00000, 180.00000
3434, 738.67767, -2245.35156, 13.57466,   0.00000, 0.00000, 269.99451
3524, 583.94812, -2261.63086, 7.79581,   0.00000, 0.00000, 0.00000
3524, 584.02985, -2229.21240, 7.79581,   0.00000, 0.00000, 190.00000
3524, 616.36115, -2261.63062, 7.79581,   0.00000, 0.00000, 0.00000
3524, 616.42828, -2229.21191, 7.79581,   0.00000, 0.00000, 189.99756
5355, 837.28998, -2930.37207, 763.35901,   0.00000, 0.00000, 0.00000
5644, 2096.05005, 824.64001, 312.85001,   86.00000, 0.00000, 0.00000
